# the maximum is determined with a cubic fit. (see plot pdf)
# max_z: 34.066134490550965
# max_p: 308.10000000044454
# 
# z_space,				 probaiblity with 2500000 kaons
# 
2.150000000000000000e+02 3.082788000000000039e+01
2.168539325842696712e+02 3.096783999999999892e+01
2.187078651685393140e+02 3.110351999999999961e+01
2.205617977528089853e+02 3.123323999999999856e+01
2.224157303370786565e+02 3.136308000000000007e+01
2.242696629213483277e+02 3.149215999999999838e+01
2.261235955056179705e+02 3.161268000000000100e+01
2.279775280898876417e+02 3.172747999999999990e+01
2.298314606741573130e+02 3.183892000000000166e+01
2.316853932584269558e+02 3.195223999999999975e+01
2.335393258426966270e+02 3.206331999999999738e+01
2.353932584269662982e+02 3.217763999999999669e+01
2.372471910112359410e+02 3.227859999999999729e+01
2.391011235955056122e+02 3.237308000000000163e+01
2.409550561797752835e+02 3.246911999999999665e+01
2.428089887640449547e+02 3.255948000000000064e+01
2.446629213483145975e+02 3.264903999999999940e+01
2.465168539325842687e+02 3.273064000000000107e+01
2.483707865168539399e+02 3.281436000000000064e+01
2.502247191011235827e+02 3.289227999999999952e+01
2.520786516853932540e+02 3.297359999999999758e+01
2.539325842696629252e+02 3.304988000000000170e+01
2.557865168539325964e+02 3.312183999999999884e+01
2.576404494382022676e+02 3.318972000000000122e+01
2.594943820224718820e+02 3.324987999999999744e+01
2.613483146067415532e+02 3.331660000000000110e+01
2.632022471910112245e+02 3.338235999999999848e+01
2.650561797752808957e+02 3.343576000000000192e+01
2.669101123595505669e+02 3.348416000000000281e+01
2.687640449438202381e+02 3.353551999999999822e+01
2.706179775280899094e+02 3.358539999999999992e+01
2.724719101123595237e+02 3.363304000000000116e+01
2.743258426966291950e+02 3.368211999999999762e+01
2.761797752808988662e+02 3.372364000000000317e+01
2.780337078651685374e+02 3.375972000000000151e+01
2.798876404494382086e+02 3.379520000000000124e+01
2.817415730337078799e+02 3.383147999999999911e+01
2.835955056179775511e+02 3.385896000000000328e+01
2.854494382022471655e+02 3.389112000000000080e+01
2.873033707865168367e+02 3.391904000000000252e+01
2.891573033707865079e+02 3.394144000000000005e+01
2.910112359550561791e+02 3.395808000000000249e+01
2.928651685393258504e+02 3.398147999999999769e+01
2.947191011235955216e+02 3.399976000000000198e+01
2.965730337078651928e+02 3.401527999999999707e+01
2.984269662921348072e+02 3.403000000000000114e+01
3.002808988764044784e+02 3.404652000000000100e+01
3.021348314606741496e+02 3.405335999999999785e+01
3.039887640449438209e+02 3.405308000000000135e+01
3.058426966292134921e+02 3.405472000000000321e+01
3.076966292134831633e+02 3.405776000000000181e+01
3.095505617977528345e+02 3.406004000000000076e+01
3.114044943820224489e+02 3.406636000000000308e+01
3.132584269662921201e+02 3.406280000000000285e+01
3.151123595505617914e+02 3.405671999999999855e+01
3.169662921348314626e+02 3.405344000000000193e+01
3.188202247191011338e+02 3.404144000000000148e+01
3.206741573033708050e+02 3.403224000000000160e+01
3.225280898876404763e+02 3.401451999999999742e+01
3.243820224719100906e+02 3.399983999999999895e+01
3.262359550561797619e+02 3.398060000000000258e+01
3.280898876404494331e+02 3.396083999999999747e+01
3.299438202247191043e+02 3.393088000000000193e+01
3.317977528089887755e+02 3.390283999999999764e+01
3.336516853932584468e+02 3.387660000000000338e+01
3.355056179775281180e+02 3.385087999999999653e+01
3.373595505617977324e+02 3.381839999999999691e+01
3.392134831460674036e+02 3.378291999999999717e+01
3.410674157303370748e+02 3.374336000000000269e+01
3.429213483146067460e+02 3.370951999999999771e+01
3.447752808988764173e+02 3.366948000000000008e+01
3.466292134831460316e+02 3.362660000000000338e+01
3.484831460674157597e+02 3.358435999999999666e+01
3.503370786516853741e+02 3.354191999999999751e+01
3.521910112359551022e+02 3.350520000000000209e+01
3.540449438202247165e+02 3.346188000000000073e+01
3.558988764044943878e+02 3.341212000000000160e+01
3.577528089887640590e+02 3.336556000000000211e+01
3.596067415730336734e+02 3.330915999999999855e+01
3.614606741573034014e+02 3.325939999999999941e+01
3.633146067415730158e+02 3.320647999999999911e+01
3.651685393258427439e+02 3.315379999999999683e+01
3.670224719101123583e+02 3.309736000000000189e+01
3.688764044943820295e+02 3.304052000000000078e+01
3.707303370786517007e+02 3.298288000000000153e+01
3.725842696629213151e+02 3.292139999999999844e+01
3.744382022471910432e+02 3.285819999999999652e+01
3.762921348314606576e+02 3.280411999999999750e+01
3.781460674157303856e+02 3.274235999999999791e+01
3.800000000000000000e+02 3.267687999999999704e+01
