# the maximum is determined with a cubic fit. (see plot pdf)
# max_z: 33.57265518299843
# max_p: 281.19000000031605
# 
# z_space,				 probaiblity with 1000000 kaons
# 
2.150000000000000000e+02 3.120390000000000086e+01
2.166071428571428612e+02 3.133050000000000068e+01
2.182142857142857224e+02 3.145439999999999969e+01
2.198214285714285836e+02 3.157580000000000098e+01
2.214285714285714164e+02 3.167940000000000111e+01
2.230357142857142776e+02 3.178320000000000078e+01
2.246428571428571388e+02 3.189049999999999940e+01
2.262500000000000000e+02 3.199129999999999896e+01
2.278571428571428612e+02 3.209570000000000078e+01
2.294642857142857224e+02 3.219579999999999842e+01
2.310714285714285836e+02 3.228099999999999881e+01
2.326785714285714448e+02 3.237330000000000041e+01
2.342857142857142776e+02 3.246099999999999852e+01
2.358928571428571388e+02 3.254059999999999775e+01
2.375000000000000000e+02 3.261390000000000100e+01
2.391071428571428612e+02 3.268659999999999854e+01
2.407142857142857224e+02 3.274609999999999843e+01
2.423214285714285836e+02 3.280870000000000175e+01
2.439285714285714448e+02 3.287830000000000297e+01
2.455357142857142776e+02 3.294780000000000086e+01
2.471428571428571388e+02 3.300730000000000075e+01
2.487500000000000000e+02 3.305720000000000169e+01
2.503571428571428612e+02 3.310860000000000269e+01
2.519642857142857224e+02 3.315910000000000224e+01
2.535714285714285552e+02 3.319570000000000221e+01
2.551785714285714448e+02 3.323149999999999693e+01
2.567857142857142776e+02 3.327879999999999683e+01
2.583928571428571672e+02 3.331569999999999965e+01
2.600000000000000000e+02 3.335430000000000206e+01
2.616071428571428896e+02 3.337330000000000041e+01
2.632142857142857224e+02 3.341120000000000090e+01
2.648214285714285552e+02 3.343990000000000151e+01
2.664285714285714448e+02 3.346300000000000097e+01
2.680357142857142776e+02 3.349450000000000216e+01
2.696428571428571672e+02 3.350860000000000127e+01
2.712500000000000000e+02 3.352259999999999707e+01
2.728571428571428896e+02 3.353739999999999810e+01
2.744642857142857224e+02 3.353999999999999915e+01
2.760714285714285552e+02 3.355429999999999779e+01
2.776785714285714448e+02 3.356810000000000116e+01
2.792857142857142776e+02 3.357030000000000314e+01
2.808928571428571104e+02 3.357410000000000139e+01
2.825000000000000000e+02 3.357260000000000133e+01
2.841071428571428896e+02 3.356439999999999912e+01
2.857142857142857224e+02 3.355780000000000030e+01
2.873214285714285552e+02 3.355049999999999955e+01
2.889285714285714448e+02 3.353540000000000276e+01
2.905357142857142776e+02 3.350820000000000221e+01
2.921428571428571104e+02 3.349450000000000216e+01
2.937500000000000000e+02 3.348440000000000083e+01
2.953571428571428896e+02 3.346119999999999806e+01
2.969642857142857224e+02 3.344389999999999930e+01
2.985714285714285552e+02 3.342390000000000327e+01
3.001785714285714448e+02 3.340030000000000143e+01
3.017857142857142776e+02 3.336820000000000164e+01
3.033928571428571672e+02 3.334530000000000172e+01
3.050000000000000000e+02 3.331909999999999883e+01
3.066071428571428896e+02 3.328869999999999862e+01
3.082142857142857224e+02 3.325240000000000151e+01
3.098214285714285552e+02 3.322200000000000131e+01
3.114285714285714448e+02 3.319030000000000058e+01
3.130357142857142776e+02 3.315050000000000097e+01
3.146428571428571672e+02 3.310999999999999943e+01
3.162500000000000000e+02 3.306049999999999756e+01
3.178571428571428896e+02 3.301959999999999695e+01
3.194642857142857224e+02 3.297270000000000323e+01
3.210714285714285552e+02 3.292150000000000176e+01
3.226785714285714448e+02 3.287279999999999802e+01
3.242857142857142776e+02 3.281300000000000239e+01
3.258928571428571672e+02 3.275889999999999702e+01
3.275000000000000000e+02 3.270309999999999917e+01
3.291071428571428896e+02 3.264459999999999695e+01
3.307142857142857224e+02 3.257930000000000348e+01
3.323214285714285552e+02 3.250010000000000332e+01
3.339285714285714448e+02 3.243750000000000000e+01
3.355357142857142776e+02 3.237939999999999685e+01
3.371428571428571672e+02 3.230930000000000035e+01
3.387500000000000000e+02 3.224199999999999733e+01
3.403571428571428896e+02 3.217150000000000176e+01
3.419642857142857224e+02 3.209120000000000061e+01
3.435714285714285552e+02 3.201659999999999684e+01
3.451785714285714448e+02 3.193949999999999889e+01
3.467857142857142776e+02 3.187290000000000134e+01
3.483928571428571104e+02 3.178770000000000095e+01
3.500000000000000000e+02 3.170289999999999964e+01
